"last_name, first_name","player_id","display_team_name","year","primary_pos_formatted","fielding_runs_prevented","outs_above_average","outs_above_average_infront","outs_above_average_lateral_toward3bline","outs_above_average_lateral_toward1bline","outs_above_average_behind","outs_above_average_rhh","outs_above_average_lhh","actual_success_rate_formatted","adj_estimated_success_rate_formatted","diff_success_rate_formatted"
"Machado, Manny","592518","Padres","","3B","3",4,4,-1,1,0,3,2,"76%","73%","3%"
"Machín, Vimael","605353","Athletics","","SS","-1",-2,-1,-1,0,0,-1,-1,"62%","65%","-3%"
"Madrigal, Nick","663611","White Sox","","2B","1",1,-1,1,0,0,1,-1,"78%","77%","1%"
"Margot, Manuel","622534","Rays","","CF","2",2,-2,2,2,1,-1,3,"93%","92%","1%"
"Marisnick, Jake","545350","Mets","","CF","0",1,0,0,0,0,0,1,"86%","84%","2%"
"Markakis, Nick","455976","Braves","","RF","1",1,1,0,0,0,1,0,"86%","85%","1%"
"Marmolejos, José","592530","Mariners","","LF","-2",-2,0,-1,-2,0,0,-2,"73%","77%","-4%"
"Marte, Ketel","606466","D-backs","","2B","0",0,-2,0,1,1,0,1,"77%","77%","0%"
"Marte, Starling","516782","---","","CF","2",2,0,1,0,1,3,-1,"90%","89%","1%"
"Martin, Jason","641829","Pirates","","CF","0",0,0,0,0,0,0,0,"75%","76%","-1%"
"Martinez, J.D.","502110","Red Sox","","LF","0",-1,0,0,-1,0,0,0,"75%","80%","-5%"
"Martínez, José A.","500874","Rays","","1B","-1",-1,0,-1,0,0,-1,0,"75%","86%","-11%"
"Mateo, Jorge","622761","Padres","","2B","0",0,0,0,0,0,0,0,"86%","84%","2%"
"Mathias, Mark","664029","Brewers","","RF","0",0,1,-1,0,0,1,-1,"90%","89%","1%"
"Mathisen, Wyatt","621500","D-backs","","3B","-1",-1,-1,0,1,0,-1,0,"68%","71%","-3%"
"Maybin, Cameron","457727","---","","RF","0",0,-1,0,0,0,0,0,"89%","89%","0%"
"Mayfield, Jack","608686","Astros","","3B","2",3,2,1,0,0,1,2,"77%","70%","7%"
"Mazara, Nomar","608577","White Sox","","RF","0",0,0,0,1,1,0,0,"89%","89%","0%"
"McBroom, Ryan","643436","Royals","","1B","0",0,0,0,0,0,-1,0,"76%","79%","-3%"
"McCarthy, Joe","663411","Giants","","LF","0",-1,-1,0,0,0,-1,0,"60%","70%","-10%"
"McCutchen, Andrew","457705","Phillies","","LF","-3",-3,-1,-1,-1,-1,-1,-2,"78%","83%","-5%"
"McKinney, Billy","641856","Blue Jays","","RF","0",0,0,0,0,0,0,0,"100%","99%","1%"
"McKinstry, Zach","656716","Dodgers","","RF","0",0,0,0,0,0,0,0,"100%","98%","2%"
"McMahon, Ryan","641857","Rockies","","2B","0",0,1,-2,1,0,-1,1,"76%","76%","0%"
"McNeil, Jeff","643446","Mets","","3B","0",0,1,-2,0,1,-1,1,"83%","83%","0%"
"Meadows, Austin","640457","Rays","","LF","1",1,2,0,-1,0,1,0,"83%","81%","2%"
"Mejia, Erick","625510","Royals","","3B","0",-1,-1,0,0,0,0,-1,"54%","58%","-4%"
"Mendick, Danny","664901","White Sox","","2B","0",0,3,-2,-1,0,-1,2,"78%","77%","1%"
"Mercado, Óscar","640458","Guardians","","CF","1",1,0,1,1,-1,0,1,"93%","91%","2%"
"Mercer, Jordy","474568","---","","SS","0",0,0,0,0,0,0,0,"100%","94%","6%"
"Merrifield, Whit","593160","Royals","","RF","2",3,4,0,-1,0,0,3,"86%","84%","2%"
"Miller, Brad","543543","Cardinals","","3B","-1",-2,-2,0,0,0,-1,-1,"66%","72%","-6%"
"Molina, Yadier","425877","Cardinals","","1B","0",0,0,0,0,0,0,0,"100%","98%","2%"
"Moncada, Yoán","660162","White Sox","","3B","-1",-1,1,-2,-1,1,0,-2,"78%","79%","-1%"
"Mondesi, Adalberto","609275","Royals","","SS","2",3,1,0,0,1,1,2,"71%","70%","1%"
"Moniak, Mickey","666160","Phillies","","LF","-1",-1,0,0,-1,-1,-1,-1,"86%","96%","-10%"
"Moore, Dylan","664238","Mariners","","2B","-1",-1,-1,0,0,1,1,-2,"84%","86%","-2%"
"Moran, Colin","592567","Pirates","","1B","1",1,0,1,0,0,-1,3,"75%","73%","2%"
"Moreland, Mitch","519048","---","","1B","1",1,0,2,-1,0,1,0,"62%","61%","1%"
"Morrison, Logan","489149","Brewers","","1B","0",0,0,0,0,0,0,0,"67%","70%","-3%"
"Mountcastle, Ryan","663624","Orioles","","LF","0",0,1,0,0,-1,-1,1,"80%","80%","0%"
"Moustakas, Mike","519058","Reds","","2B","-2",-3,0,-2,-1,0,-1,-2,"75%","78%","-3%"
"Mullins, Cedric","656775","Orioles","","CF","4",5,0,3,2,1,3,2,"96%","92%","4%"
"Muncy, Max","571970","Dodgers","","1B","-3",-5,-6,-1,1,1,-4,-1,"66%","68%","-2%"
"Murphy, Daniel","502517","Rockies","","1B","-2",-3,1,-3,-1,0,-1,-2,"62%","66%","-4%"
"Muñoz, Yairo","622168","Red Sox","","LF","0",0,0,0,0,0,0,0,"86%","88%","-2%"
"Myers, Wil","571976","Padres","","RF","1",1,1,0,0,0,0,1,"89%","89%","0%"
"Naquin, Tyler","571980","Guardians","","RF","-4",-5,-1,-3,-2,1,-4,-1,"82%","88%","-6%"
"Naylor, Josh","647304","---","","LF","1",1,1,0,0,0,0,1,"85%","84%","1%"
"Newman, Kevin","621028","Pirates","","SS","-2",-3,-1,0,-2,0,0,-3,"71%","73%","-2%"
"Nimmo, Brandon","607043","Mets","","CF","-2",-2,-1,-1,0,0,0,-2,"84%","86%","-2%"
"Nogowski, John","596056","Cardinals","","1B","0",0,0,0,0,0,0,0,"50%","48%","2%"
"Nola, Austin","543592","Mariners","","1B","0",1,0,0,0,0,0,0,"86%","76%","10%"
"Noll, Jake","669738","Nationals","","1B","-1",-1,0,-1,0,0,-1,0,"73%","80%","-7%"
"Núñez, Eduardo","456488","Mets","","RF","0",0,0,0,0,0,0,0,"100%","99%","1%"
"Núñez, Renato","600524","Orioles","","1B","-3",-4,-1,-2,0,-1,-4,0,"63%","69%","-6%"
"O'Grady, Brian","657434","Rays","","1B","-1",-1,0,-1,0,0,-1,0,"0%","86%","-86%"
"O'Hearn, Ryan","656811","Royals","","1B","0",-1,-1,1,0,0,1,-1,"75%","76%","-1%"
"O'Neill, Tyler","641933","Cardinals","","LF","3",4,0,1,0,2,2,1,"92%","88%","4%"
"Odor, Rougned","596059","Rangers","","2B","1",1,-1,1,0,1,-1,1,"77%","76%","1%"
"Oliva, Jared","666931","Pirates","","CF","0",0,0,0,0,0,0,0,"100%","95%","5%"
"Olivares, Edward","658668","---","","CF","-2",-2,-1,-2,2,-1,0,-1,"82%","85%","-3%"
"Olson, Matt","621566","Athletics","","1B","0",0,1,1,-2,1,-1,1,"74%","74%","0%"
"Orf, Nate","644337","Athletics","","SS","-1",-2,0,-2,0,0,-2,0,"67%","92%","-25%"
"Osuna, José","591741","Pirates","","RF","-1",-1,1,-2,0,0,-1,0,"80%","83%","-3%"
"Owings, Chris","572008","Rockies","","2B","-1",-2,0,0,-1,0,0,-1,"74%","78%","-4%"
"Ozuna, Marcell","542303","Braves","","LF","-2",-2,-1,0,-1,0,-2,0,"86%","90%","-4%"
"Pache, Cristian","665506","Braves","","CF","1",1,0,0,0,0,0,1,"91%","88%","3%"
"Panik, Joe","605412","Blue Jays","","SS","0",-1,0,0,0,0,-1,0,"74%","75%","-1%"
"Paredes, Isaac","670623","Tigers","","3B","-3",-3,-2,0,-1,-1,-3,0,"67%","70%","-3%"
"Payton, Mark","592622","Reds","","LF","0",0,0,0,0,0,0,0,"100%","99%","1%"
"Pederson, Joc","592626","Dodgers","","LF","-2",-2,-2,0,-1,0,-2,-1,"84%","88%","-4%"
"Pence, Hunter","452254","Giants","","RF","-1",-2,0,-2,0,0,-1,-1,"85%","93%","-8%"
"Peralta, David","444482","D-backs","","LF","1",1,1,0,1,0,1,0,"87%","85%","2%"
"Peraza, José","606299","Red Sox","","2B","2",3,0,3,-1,0,0,2,"73%","70%","3%"
"Perez, Salvador","521692","Royals","","1B","0",1,0,1,0,0,1,0,"100%","80%","20%"
"Peterson, Jace","607054","Brewers","","LF","0",0,-1,2,-2,0,-1,1,"82%","83%","-1%"
"Pham, Tommy","502054","Padres","","LF","-1",-1,0,-2,0,0,0,-1,"84%","86%","-2%"
"Phillips, Brett","621433","---","","CF","0",0,0,0,1,-1,0,0,"93%","93%","0%"
"Pillar, Kevin","607680","---","","CF","-2",-2,1,-2,-1,0,0,-2,"82%","83%","-1%"
"Pinder, Chad","640461","Athletics","","3B","1",2,1,0,1,0,2,-1,"76%","74%","2%"
"Piscotty, Stephen","572039","Athletics","","RF","-2",-2,0,-2,1,-1,-2,0,"90%","93%","-3%"
"Plawecki, Kevin","608700","Red Sox","","1B","0",0,0,0,0,0,0,0,"100%","97%","3%"
"Polanco, Gregory","570256","Pirates","","RF","2",2,0,1,1,0,1,1,"94%","92%","2%"
"Polanco, Jorge","593871","Twins","","SS","0",0,1,1,-1,0,-1,1,"73%","73%","0%"
"Pollock, AJ","572041","Dodgers","","LF","-2",-2,-1,0,-2,1,0,-2,"83%","85%","-2%"
"Profar, Jurickson","595777","Padres","","LF","-1",-1,0,-1,0,0,-1,0,"77%","78%","-1%"
"Puello, César","527049","Red Sox","","RF","0",0,0,0,0,0,0,0,"89%","88%","1%"
"Pujols, Albert","405395","Angels","","1B","2",2,0,1,1,0,0,2,"81%","76%","5%"
"Pérez, Hernán","541650","Cubs","","2B","1",1,0,1,0,0,1,0,"50%","34%","16%"
"Pérez, Michael","605421","Rays","","1B","0",0,0,0,0,0,0,0,"75%","72%","3%"
"Quinn, Roman","596451","Phillies","","CF","0",0,1,1,-1,0,-2,2,"88%","88%","0%"
"Ramírez, Harold","623912","Marlins","","RF","0",0,0,0,0,0,0,0,"100%","99%","1%"
"Ramírez, José","608070","Guardians","","3B","-2",-2,2,-1,-2,-1,-1,-1,"66%","67%","-1%"
"Ravelo, Rangel","592660","Cardinals","","RF","-1",-1,0,0,-1,0,-1,-1,"70%","85%","-15%"
"Realmuto, J.T.","592663","Phillies","","1B","0",0,0,0,0,0,0,0,"50%","55%","-5%"
"Reddick, Josh","502210","Astros","","RF","-4",-5,1,-3,-2,0,-3,-1,"84%","88%","-4%"
"Refsnyder, Rob","608701","Rangers","","RF","1",1,0,0,0,0,1,0,"75%","70%","5%"
"Rendon, Anthony","543685","Angels","","3B","1",1,2,0,0,0,2,0,"73%","72%","1%"
"Renfroe, Hunter","592669","Rays","","RF","0",0,1,-1,-1,0,1,-1,"83%","83%","0%"
"Rengifo, Luis","650859","Angels","","2B","-2",-3,0,-3,1,-1,0,-3,"75%","78%","-3%"
"Reyes, Franmil","614177","Guardians","","LF","-1",-1,0,-1,0,0,0,-1,"0%","60%","-60%"
"Reyes, Victor","622682","Tigers","","CF","1",1,1,1,0,0,1,0,"93%","92%","1%"
"Reynolds, Bryan","668804","Pirates","","LF","1",1,1,1,0,-1,0,1,"91%","91%","0%"
"Reynolds, Matt","608703","Royals","","3B","0",0,0,0,0,0,0,0,"83%","78%","5%"
"Rickard, Joey","572073","Giants","","RF","0",0,0,0,0,0,0,0,"100%","98%","2%"
"Riddle, JT","595375","Pirates","","3B","-4",-5,-4,0,-1,0,-6,1,"67%","75%","-8%"
"Riley, Austin","663586","Braves","","3B","-4",-5,0,-3,-2,-1,-5,-1,"66%","69%","-3%"
"Rios, Edwin","621458","Dodgers","","3B","0",0,1,2,-3,-1,0,0,"74%","74%","0%"
"Rivera, Yadiel","592680","Rangers","","SS","0",0,0,0,0,0,0,0,"100%","96%","4%"
"Rizzo, Anthony","519203","Cubs","","1B","2",3,2,0,2,-1,-2,6,"80%","77%","3%"
"Robert Jr., Luis","673357","White Sox","","CF","5",5,1,3,3,-2,4,1,"94%","91%","3%"
"Robertson, Daniel","621002","Giants","","SS","0",0,1,0,-1,0,0,-1,"77%","79%","-2%"
"Robles, Victor","645302","Nationals","","CF","1",1,0,0,0,1,1,0,"88%","87%","1%"
"Rodgers, Brendan","663898","Rockies","","2B","-1",-1,0,-1,0,0,-1,0,"69%","78%","-9%"
"Rodríguez, Sean","446481","Marlins","","2B","0",0,0,0,0,0,0,0,"75%","64%","11%"
"Rojas, Josh","668942","D-backs","","2B","1",2,0,0,1,0,0,2,"78%","71%","7%"
"Rojas, Miguel","500743","Marlins","","SS","2",3,3,0,0,0,1,2,"80%","79%","1%"
"Romine, Andrew","461865","Rangers","","SS","0",0,0,0,0,0,0,0,"75%","69%","6%"
"Romine, Austin","519222","Tigers","","1B","0",0,0,0,0,0,0,0,"100%","90%","10%"
"Rooker, Brent","667670","Twins","","RF","-2",-2,0,-2,-1,0,-2,0,"50%","77%","-27%"
"Rosario, Amed","642708","Mets","","SS","1",2,3,0,-2,1,3,-1,"68%","66%","2%"
"Rosario, Eddie","592696","Twins","","LF","0",0,0,-1,1,1,0,0,"85%","86%","-1%"
"Ruf, Darin","573131","Giants","","LF","-1",-1,0,-1,0,0,-2,1,"77%","81%","-4%"
"Ruiz, Rio","547004","Orioles","","3B","2",2,-2,2,2,0,1,2,"74%","72%","2%"
"Sandoval, Pablo","467055","---","","1B","0",1,0,0,0,0,0,1,"71%","69%","2%"
"Santana, Carlos","467793","Guardians","","1B","1",2,1,2,0,-1,-1,3,"75%","73%","2%"
"Santana, Danny","542454","Rangers","","1B","2",2,-1,1,1,0,1,0,"88%","82%","6%"
"Santana, Domingo","570267","Guardians","","RF","-2",-2,-1,-1,0,0,-1,0,"85%","90%","-5%"
"Santander, Anthony","623993","Orioles","","RF","1",1,0,-1,0,2,1,0,"89%","88%","1%"
"Sanó, Miguel","593934","Twins","","1B","-1",-1,-1,-1,1,0,-1,0,"74%","74%","0%"
"Schoop, Jonathan","570731","Tigers","","2B","3",5,2,2,1,0,-1,5,"78%","75%","3%"
"Schrock, Max","621011","Cardinals","","2B","0",0,0,0,0,0,0,0,"75%","73%","2%"
"Schwarber, Kyle","656941","Cubs","","LF","-2",-2,0,0,-2,-1,-1,-1,"78%","81%","-3%"
"Seager, Corey","608369","Dodgers","","SS","1",1,2,0,-2,1,-1,3,"76%","76%","0%"
"Seager, Kyle","572122","Mariners","","3B","2",3,2,-1,1,1,2,1,"65%","64%","1%"
"Segura, Jean","516416","Phillies","","2B","4",5,4,0,2,0,2,3,"75%","72%","3%"
"Semien, Marcus","543760","Athletics","","SS","-8",-11,-2,-3,-6,0,-5,-6,"72%","76%","-4%"
"Senzel, Nick","669222","Reds","","CF","0",0,0,0,1,0,0,0,"91%","90%","1%"
"Shaw, Travis","543768","Blue Jays","","3B","0",0,-2,1,1,0,0,0,"73%","73%","0%"
"Sierra, Magneuris","642423","Marlins","","CF","1",1,0,-1,0,1,1,0,"89%","87%","2%"
"Simmons, Andrelton","592743","Angels","","SS","-1",-1,2,-1,-1,-1,0,-1,"76%","77%","-1%"
"Slater, Austin","596103","Giants","","RF","0",0,0,-1,0,0,0,0,"90%","90%","0%"
"Smith Jr., Dwight","596105","Orioles","","LF","-4",-4,0,-1,-2,-2,-3,-1,"74%","86%","-12%"
"Smith, Dominic","642086","Mets","","1B","-6",-7,1,-4,-2,-1,-1,-6,"64%","74%","-10%"
"Smith, Mallex","605480","Mariners","","RF","-3",-3,-1,-2,0,0,-1,-2,"79%","89%","-10%"
"Smith, Pavin","656976","D-backs","","1B","0",0,-1,0,0,0,0,0,"75%","75%","0%"
"Smoak, Justin","475253","Brewers","","1B","-2",-2,-1,-1,0,-1,-3,1,"60%","64%","-4%"
"Sogard, Eric","519299","Brewers","","3B","1",1,1,2,-2,0,-1,2,"73%","72%","1%"
"Solak, Nick","669256","Rangers","","LF","-6",-7,1,-3,-5,0,-5,-2,"74%","79%","-5%"
"Solano, Donovan","456781","Giants","","2B","-6",-8,-5,-1,-1,0,-4,-3,"68%","74%","-6%"
"Soler, Jorge","624585","Royals","","RF","0",0,0,0,0,0,0,0,"92%","91%","1%"
"Soto, Elliot","519303","Angels","","SS","0",1,1,0,0,0,1,0,"75%","68%","7%"
"Soto, Juan","665742","Nationals","","LF","-2",-2,0,1,-1,-1,-1,-1,"82%","85%","-3%"
"Souza Jr., Steven","519306","Cubs","","RF","0",-1,0,-1,0,0,0,-1,"92%","96%","-4%"
"Springer, George","543807","Astros","","CF","2",2,0,0,1,0,2,0,"88%","87%","1%"
"Starling, Bubba","605490","Royals","","CF","1",1,0,0,1,0,1,1,"94%","90%","4%"
"Stevenson, Andrew","664057","Nationals","","LF","1",1,0,0,0,0,1,0,"92%","90%","2%"
"Stewart, Christin","621514","Tigers","","LF","0",0,0,0,0,-1,1,-1,"87%","87%","0%"
"Stewart, DJ","621466","Orioles","","RF","1",1,1,0,-1,1,2,-1,"89%","87%","2%"
"Story, Trevor","596115","Rockies","","SS","0",0,1,0,1,-1,3,-3,"74%","74%","0%"
"Strange-Gordon, Dee","543829","Mariners","","2B","-3",-4,0,-2,-3,1,-3,0,"80%","88%","-8%"
"Straw, Myles","664702","Astros","","CF","1",1,0,1,0,0,0,1,"88%","85%","3%"
"Stubbs, Garrett","596117","Astros","","LF","0",0,0,0,0,0,0,0,"67%","58%","9%"
"Suárez, Eugenio","553993","Reds","","3B","1",1,1,2,-1,-1,0,0,"69%","69%","0%"
"Swanson, Dansby","621020","Braves","","SS","6",8,7,3,-1,-1,4,4,"81%","78%","3%"
"Sánchez, Jesús","660821","Marlins","","RF","0",0,1,-1,0,0,0,0,"85%","86%","-1%"
"Sánchez, Yolmer","570560","White Sox","","3B","-1",-2,0,0,-1,0,0,-1,"67%","75%","-8%"
"Tapia, Raimel","606132","Rockies","","LF","0",0,1,-2,1,0,-2,1,"83%","84%","-1%"
"Tatis Jr., Fernando","665487","Padres","","SS","5",6,2,1,1,2,3,3,"72%","69%","3%"
"Tauchman, Mike","643565","Yankees","","LF","1",1,1,0,0,0,0,1,"88%","86%","2%"
"Taveras, Leody","665750","Rangers","","CF","0",0,-1,-2,2,1,0,0,"91%","91%","0%"
"Taylor, Chris","621035","Dodgers","","SS","2",3,2,0,0,1,2,1,"82%","80%","2%"
"Taylor, Michael A.","572191","Nationals","","LF","1",1,1,0,0,0,-1,1,"89%","88%","1%"
"Taylor, Tyrone","621438","Brewers","","RF","1",1,0,0,1,0,0,1,"90%","86%","4%"
"Tejeda, Anderson","660731","Rangers","","SS","-2",-2,-2,1,-1,0,1,-3,"72%","75%","-3%"
"Tellez, Rowdy","642133","Blue Jays","","1B","-1",-1,1,-1,0,-1,-2,0,"64%","67%","-3%"
"Thaiss, Matt","642136","Angels","","2B","-1",-2,-1,-1,0,0,0,-1,"46%","60%","-14%"
"Thames, Eric","519346","Nationals","","1B","0",-1,0,-1,0,0,-1,1,"75%","76%","-1%"
"Thomas, Lane","657041","Cardinals","","RF","1",1,0,0,1,0,0,1,"88%","85%","3%"
"Toro, Abraham","647351","Astros","","3B","0",-1,0,-1,0,0,-1,0,"69%","71%","-2%"
"Torres, Gleyber","650402","Yankees","","SS","-1",-2,1,-3,0,0,-3,1,"73%","74%","-1%"
"Torreyes, Ronald","591720","Phillies","","SS","0",0,0,0,0,0,0,0,"83%","79%","4%"
"Trout, Mike","545361","Angels","","CF","-1",-1,-1,2,-1,-1,-1,0,"86%","87%","-1%"
"Tsutsugo, Yoshi","660294","Rays","","3B","-1",-2,0,1,-2,0,-1,0,"71%","75%","-4%"
"Tucker, Cole","657061","Pirates","","CF","-2",-2,0,-1,-1,0,0,-2,"82%","85%","-3%"
"Tucker, Kyle","663656","Astros","","LF","4",5,0,3,1,0,2,3,"92%","88%","4%"
"Turner, Justin","457759","Dodgers","","3B","1",1,-2,0,3,0,3,-2,"74%","74%","0%"
"Turner, Trea","607208","Nationals","","SS","-2",-3,-3,1,-1,1,-2,-1,"69%","70%","-1%"
"Upton, Justin","457708","Angels","","LF","-2",-2,0,-1,-2,0,-2,0,"88%","91%","-3%"
"Urshela, Gio","570482","Yankees","","3B","0",1,1,1,-1,0,-1,2,"75%","75%","0%"
"Urías, Luis","649966","Brewers","","3B","3",4,2,1,0,1,2,2,"81%","78%","3%"
"Urías, Ramón","602104","Orioles","","SS","-3",-4,-4,0,0,0,-1,-3,"59%","74%","-15%"
"Valaika, Pat","642162","Orioles","","SS","-4",-5,0,0,-4,-1,-7,2,"74%","78%","-4%"
"VanMeter, Josh","642165","---","","2B","-1",-1,1,0,-1,-1,-1,0,"72%","74%","-2%"
"Vargas, Ildemaro","545121","---","","2B","-2",-2,0,-1,-1,-1,-2,0,"79%","84%","-5%"
"Varsho, Daulton","662139","D-backs","","CF","1",1,0,1,1,0,2,-1,"90%","89%","1%"
"Velazquez, Andrew","623205","Orioles","","SS","1",1,1,1,-2,0,0,1,"83%","82%","1%"
"Verdugo, Alex","657077","Red Sox","","RF","2",2,1,1,0,0,2,0,"93%","91%","2%"
"Villar, Jonathan","542340","---","","2B","-9",-11,-3,0,-8,0,-6,-5,"69%","76%","-7%"
"Vogelbach, Daniel","596129","Brewers","","1B","0",0,0,0,0,0,0,0,"78%","72%","6%"
"Vogt, Stephen","519390","D-backs","","1B","0",0,0,0,0,0,0,0,"67%","61%","6%"
"Voit, Luke","572228","Yankees","","1B","-3",-3,0,-1,-3,0,-1,-2,"70%","73%","-3%"
"Votto, Joey","458015","Reds","","1B","-4",-5,-2,-1,-1,-1,-1,-4,"71%","75%","-4%"
"Wade Jr., LaMonte","664774","Twins","","CF","0",0,0,0,0,0,0,0,"88%","87%","1%"
"Wade, Tyler","642180","Yankees","","2B","4",5,1,4,1,0,2,4,"81%","76%","5%"
"Walker, Christian","572233","D-backs","","1B","0",0,1,-1,0,0,1,-1,"74%","74%","0%"
"Walker, Neil","435522","Phillies","","2B","1",1,1,0,0,0,1,1,"76%","72%","4%"
"Walsh, Jared","665120","Angels","","1B","-1",-1,0,-2,0,0,0,-1,"67%","69%","-2%"
"Walton, Donovan","622268","Mariners","","SS","0",0,0,0,0,0,0,0,"73%","70%","3%"
"Ward, Taylor","621493","Angels","","RF","-2",-3,-1,-1,-1,1,-2,-1,"86%","91%","-5%"
"Wendle, Joey","621563","Rays","","3B","2",2,1,2,0,0,3,0,"76%","75%","1%"
"White, Eli","642201","Rangers","","LF","1",1,0,1,0,0,0,1,"88%","86%","2%"
"White, Evan","657108","Mariners","","1B","4",5,0,3,1,0,2,3,"78%","73%","5%"
"Whitefield, Aaron","664334","Twins","","CF","0",0,0,0,0,0,0,0,"100%","99%","1%"
"Williams, Justin","642211","Cardinals","","RF","0",0,0,0,0,0,0,0,"100%","91%","9%"
"Williams, Mason","592863","Orioles","","CF","0",0,0,-1,0,0,0,0,"75%","80%","-5%"
"Winker, Jesse","608385","Reds","","LF","-1",-1,0,0,-1,0,-1,0,"87%","90%","-3%"
"Wisdom, Patrick","621550","Cubs","","1B","0",0,0,0,0,0,0,0,"100%","98%","2%"
"Wolters, Tony","547172","Rockies","","2B","0",0,0,0,0,0,0,0,"75%","76%","-1%"
"Wong, Kolten","543939","Cardinals","","2B","0",0,-1,2,-2,1,1,-1,"79%","79%","0%"
"Yastrzemski, Mike","573262","Giants","","RF","-4",-5,0,-1,-2,-1,-1,-4,"86%","89%","-3%"
"Yelich, Christian","592885","Brewers","","LF","-2",-2,-1,-2,-1,1,-2,-1,"88%","91%","-3%"
"Young, Andrew","670370","D-backs","","2B","-2",-2,0,-2,0,0,-2,0,"40%","64%","-24%"
"Zimmer, Bradley","605548","Guardians","","CF","-1",-1,-1,1,0,0,-1,0,"79%","81%","-2%"
