"last_name, first_name","player_id","display_team_name","year","primary_pos_formatted","fielding_runs_prevented","outs_above_average","outs_above_average_infront","outs_above_average_lateral_toward3bline","outs_above_average_lateral_toward1bline","outs_above_average_behind","outs_above_average_rhh","outs_above_average_lhh","actual_success_rate_formatted","adj_estimated_success_rate_formatted","diff_success_rate_formatted"
"Judge, Aaron","592450","Yankees","","RF","0",0,2,-1,-1,0,0,0,"88%","88%","0%"
"Kelenic, Jarred","672284","Mariners","","CF","-2",-2,-3,1,-2,1,-2,0,"85%","85%","0%"
"Kemp, Tony","643393","Athletics","","2B","2",2,3,1,-3,1,1,1,"81%","81%","0%"
"Kepler, Max","596146","Twins","","RF","7",8,1,5,1,1,8,0,"91%","88%","3%"
"Kieboom, Carter","666198","Nationals","","3B","-9",-13,-9,-3,0,0,-10,-2,"66%","72%","-6%"
"Kiermaier, Kevin","595281","Rays","","CF","11",12,1,6,4,1,6,6,"94%","90%","4%"
"Kim, Ha-Seong","673490","Padres","","SS","2",3,0,-1,1,2,-2,5,"79%","78%","1%"
"Kiner-Falefa, Isiah","643396","Rangers","","SS","-5",-6,-14,5,4,-1,-9,2,"75%","76%","-1%"
"Kingery, Scott","664068","Phillies","","2B","-1",-1,0,0,0,0,-1,0,"60%","68%","-8%"
"Kirilloff, Alex","666135","Twins","","RF","1",1,-2,1,1,1,1,1,"80%","79%","1%"
"Kivlehan, Patrick","623182","Padres","","RF","0",0,0,0,0,0,0,0,"75%","75%","0%"
"Knapp, Andrew","595284","Phillies","","2B","0",0,0,0,0,0,0,0,"100%","93%","7%"
"Kozma, Pete","518902","Athletics","","SS","1",1,0,0,1,0,2,-1,"88%","82%","6%"
"La Stella, Tommy","600303","Giants","","2B","0",1,0,0,1,-1,-1,2,"75%","74%","1%"
"LaMarre, Ryan","534606","Yankees","","LF","0",0,0,0,0,0,0,0,"80%","84%","-4%"
"Lagares, Juan","501571","Angels","","CF","1",1,1,4,-1,-3,2,-1,"89%","88%","1%"
"Lamb, Jake","571875","---","","3B","-2",-2,0,1,-2,0,0,-2,"76%","79%","-3%"
"Larnach, Trevor","663616","Twins","","LF","2",2,1,1,0,1,1,0,"89%","88%","1%"
"Laureano, Ramón","657656","Athletics","","CF","-1",-1,-1,2,-1,-1,1,-1,"88%","88%","0%"
"LeMahieu, DJ","518934","Yankees","","2B","0",1,-4,3,3,-2,-1,1,"74%","73%","1%"
"Lee, Khalil","666137","Mets","","RF","-1",-1,0,-1,-1,0,-2,0,"82%","93%","-11%"
"Lewis, Kyle","641786","Mariners","","CF","0",0,0,0,-1,1,2,-1,"91%","90%","1%"
"Leyba, Domingo","642736","---","","2B","-1",-2,1,0,-2,0,-1,-1,"67%","70%","-3%"
"León, Sandy","506702","Marlins","","3B","0",0,0,0,0,0,0,0,"0%","0%","0%"
"Lindor, Francisco","596019","Mets","","SS","16",21,5,8,6,2,13,8,"77%","72%","5%"
"Locastro, Tim","641796","---","","CF","1",1,0,1,-2,1,1,0,"85%","85%","0%"
"Long Jr., Shed","643418","Mariners","","LF","-2",-2,1,0,-2,0,-3,1,"79%","81%","-2%"
"Longoria, Evan","446334","Giants","","3B","1",2,6,-1,-3,0,5,-3,"70%","69%","1%"
"Lopes, Tim","621005","Brewers","","2B","-1",-1,0,0,0,-1,0,-1,"78%","85%","-7%"
"Lopez, Alejo","664670","Reds","","2B","-1",-2,-1,0,-1,0,-1,-1,"69%","81%","-12%"
"Lopez, Nicky","670032","Royals","","SS","19",26,9,14,0,3,20,6,"73%","68%","5%"
"Lorenzen, Michael","547179","Reds","","RF","0",0,0,0,0,0,0,0,"100%","99%","1%"
"Lowe, Brandon","664040","Rays","","2B","-6",-8,4,-6,-1,-5,-8,0,"74%","76%","-2%"
"Lowe, Josh","666139","Rays","","RF","0",0,0,0,0,0,0,0,"100%","99%","1%"
"Lowe, Nathaniel","663993","Rangers","","1B","-2",-3,-1,-4,1,0,-1,-2,"71%","72%","-1%"
"Lowrie, Jed","476704","Athletics","","2B","-2",-3,2,-3,-1,-1,-2,-1,"70%","71%","-1%"
"Luplow, Jordan","656669","---","","CF","-1",0,0,0,0,0,1,-1,"85%","85%","0%"
"Lux, Gavin","666158","Dodgers","","SS","-3",-4,0,-2,-1,-1,-3,-2,"75%","76%","-1%"
"López, Jack","605346","Red Sox","","2B","0",0,0,0,0,0,0,0,"80%","81%","-1%"
"Machado, Manny","592518","Padres","","3B","2",3,5,0,-3,0,4,-1,"73%","72%","1%"
"Machín, Vimael","605353","Athletics","","SS","-1",-2,-2,1,0,0,-2,0,"70%","75%","-5%"
"Madrigal, Nick","663611","White Sox","","2B","0",1,0,0,1,0,2,-1,"68%","68%","0%"
"Maldonado, Martín","455117","Astros","","1B","0",0,0,0,0,0,0,0,"0%","1%","-1%"
"Mancini, Trey","641820","Orioles","","1B","0",1,2,1,-2,-1,2,-1,"73%","73%","0%"
"Marcano, Tucupita","672779","Padres","","2B","2",2,1,2,0,0,1,1,"79%","69%","10%"
"Margot, Manuel","622534","Rays","","RF","15",17,3,5,8,1,14,3,"93%","87%","6%"
"Marisnick, Jake","545350","---","","CF","4",4,1,1,2,1,3,2,"95%","91%","4%"
"Marmolejos, José","592530","Mariners","","1B","-2",-2,-1,-1,0,0,-2,0,"70%","73%","-3%"
"Marrero, Deven","571918","Marlins","","3B","1",2,0,1,0,0,1,1,"60%","50%","10%"
"Marsh, Brandon","669016","Angels","","CF","2",2,0,1,1,1,1,1,"91%","89%","2%"
"Marte, Ketel","606466","D-backs","","CF","-5",-5,-1,-2,-2,0,-2,-3,"82%","85%","-3%"
"Marte, Starling","516782","---","","CF","0",0,-2,3,2,-2,1,0,"88%","88%","0%"
"Martin Jr., Richie","621006","Orioles","","SS","-4",-6,2,-4,-3,0,-5,-1,"70%","74%","-4%"
"Martin, Jason","641829","Rangers","","LF","0",0,0,1,-1,0,0,1,"93%","93%","0%"
"Martinez, J.D.","502110","Red Sox","","LF","-2",-2,0,-1,0,0,-3,2,"82%","84%","-2%"
"Martini, Nick","605361","Cubs","","RF","-1",-2,-1,0,0,-1,-2,0,"75%","89%","-14%"
"Marté, Luis","606336","Marlins","","2B","0",0,0,0,-1,0,0,0,"75%","75%","0%"
"Mateo, Jorge","622761","---","","2B","-1",-2,0,0,-3,1,1,-2,"77%","78%","-1%"
"Mathisen, Wyatt","621500","D-backs","","1B","-1",-1,-2,0,1,0,-1,0,"64%","68%","-4%"
"Maton, Nick","665155","Phillies","","SS","-3",-4,-3,-1,0,0,-4,0,"72%","76%","-4%"
"Maybin, Cameron","457727","Mets","","CF","0",0,-1,0,0,0,0,0,"87%","89%","-2%"
"Mayfield, Jack","608686","---","","3B","2",3,2,0,0,0,0,3,"71%","70%","1%"
"Mazara, Nomar","608577","Tigers","","RF","1",1,1,-1,0,1,0,1,"88%","87%","1%"
"Mazeika, Patrick","664850","Mets","","1B","0",0,0,0,0,0,0,0,"33%","30%","3%"
"McCann, James","543510","Mets","","1B","0",0,0,0,0,-1,-1,1,"67%","67%","0%"
"McCarthy, Jake","664983","D-backs","","CF","-1",-1,0,-1,0,0,0,0,"92%","94%","-2%"
"McCormick, Chas","676801","Astros","","CF","11",12,1,3,6,2,10,2,"94%","87%","7%"
"McCutchen, Andrew","457705","Phillies","","LF","-6",-7,-2,-2,-1,-1,-3,-4,"85%","88%","-3%"
"McKenna, Ryan","663630","Orioles","","LF","3",4,-1,1,2,2,3,0,"87%","84%","3%"
"McKinney, Billy","641856","---","","RF","2",2,-1,1,0,1,2,0,"86%","85%","1%"
"McKinstry, Zach","656716","Dodgers","","2B","-3",-3,-1,0,-2,0,0,-3,"73%","76%","-3%"
"McMahon, Ryan","641857","Rockies","","3B","8",11,1,3,6,1,11,0,"75%","72%","3%"
"McNeil, Jeff","643446","Mets","","2B","4",5,3,-1,2,1,2,3,"83%","81%","2%"
"Meadows, Austin","640457","Rays","","LF","-3",-3,0,-1,-2,0,-3,0,"84%","86%","-2%"
"Mejía, Francisco","642336","Rays","","1B","0",0,0,0,0,0,0,0,"100%","86%","14%"
"Mendick, Danny","664901","White Sox","","2B","-2",-2,1,-2,-1,0,-1,-1,"75%","77%","-2%"
"Mercado, Óscar","640458","Guardians","","LF","2",2,0,0,2,1,1,1,"90%","88%","2%"
"Mercer, Jordy","474568","Nationals","","2B","-1",-1,-1,0,1,-1,0,-1,"69%","70%","-1%"
"Merrifield, Whit","593160","Royals","","2B","4",6,2,5,-1,-1,3,2,"78%","77%","1%"
"Meyers, Jake","676694","Astros","","CF","4",5,-1,5,1,0,2,2,"87%","82%","5%"
"Miller, Brad","543543","Phillies","","1B","-3",-3,2,-2,-3,0,-3,0,"72%","74%","-2%"
"Miller, Brian","675649","Marlins","","CF","0",0,0,0,0,0,0,0,"100%","99%","1%"
"Miller, Owen","680911","Guardians","","2B","0",-1,-1,2,-1,-1,0,-1,"74%","74%","0%"
"Molina, Yadier","425877","Cardinals","","1B","0",0,0,0,0,0,0,0,"100%","96%","4%"
"Moncada, Yoán","660162","White Sox","","3B","2",2,2,-1,0,1,-4,6,"77%","76%","1%"
"Mondesi, Adalberto","609275","Royals","","3B","3",4,2,0,2,0,3,1,"75%","71%","4%"
"Moniak, Mickey","666160","Phillies","","CF","0",0,0,0,0,0,0,0,"94%","92%","2%"
"Moore, Dylan","664238","Mariners","","2B","9",10,-1,3,6,2,6,4,"84%","81%","3%"
"Moran, Colin","592567","Pirates","","1B","-2",-3,2,-5,0,0,0,-3,"68%","70%","-2%"
"Moreland, Mitch","519048","Athletics","","1B","0",1,0,0,0,0,0,0,"82%","77%","5%"
"Moroff, Max","621559","Cardinals","","2B","0",0,-1,0,0,0,-1,0,"62%","64%","-2%"
"Motter, Taylor","600301","---","","3B","0",0,0,0,0,-1,0,0,"67%","66%","1%"
"Mountcastle, Ryan","663624","Orioles","","1B","-8",-10,0,-5,-2,-3,-6,-4,"74%","79%","-5%"
"Moustakas, Mike","519058","Reds","","3B","-3",-4,-3,-1,0,0,-3,-1,"65%","68%","-3%"
"Mullins, Cedric","656775","Orioles","","CF","10",12,-1,7,4,1,8,4,"90%","87%","3%"
"Muncy, Max","571970","Dodgers","","1B","4",6,6,1,0,0,0,5,"80%","78%","2%"
"Musgrove, Joe","605397","Padres","","LF","0",0,0,0,0,0,0,0,"100%","98%","2%"
"Muñoz, Yairo","622168","Red Sox","","2B","-1",-1,-1,0,0,0,0,-1,"57%","72%","-15%"
"Myers, Wil","571976","Padres","","RF","0",0,-1,2,-1,1,1,0,"89%","89%","0%"
"Naquin, Tyler","571980","Reds","","CF","-7",-7,-1,-4,-2,-1,-4,-3,"85%","88%","-3%"
"Narváez, Omar","553882","Brewers","","2B","-1",-1,0,-1,0,0,-1,0,"0%","72%","-72%"
"Naylor, Josh","647304","Guardians","","RF","0",0,-1,4,-1,-1,1,-1,"82%","82%","0%"
"Neuse, Sheldon","641914","Dodgers","","2B","0",0,-1,1,0,0,0,0,"75%","74%","1%"
"Nevin, Tyler","663527","Orioles","","LF","-2",-2,0,-2,0,0,-2,0,"67%","81%","-14%"
"Newman, Kevin","621028","Pirates","","SS","2",3,5,1,-3,1,2,1,"77%","77%","0%"
"Nimmo, Brandon","607043","Mets","","CF","3",4,0,2,2,0,2,2,"92%","90%","2%"
"Nogowski, John","596056","---","","1B","-1",-2,1,-3,-1,0,-1,-1,"64%","67%","-3%"
"Nola, Austin","543592","Padres","","2B","0",0,0,0,0,0,0,0,"50%","47%","3%"
"Nootbaar, Lars","663457","Cardinals","","RF","2",2,1,0,0,1,0,2,"90%","87%","3%"
"Nottingham, Jacob","641924","Mariners","","1B","0",1,0,0,0,0,0,0,"86%","78%","8%"
"Núñez, Renato","600524","Tigers","","1B","-2",-2,0,-1,-1,0,-2,0,"59%","68%","-9%"
"O'Grady, Brian","657434","Padres","","RF","0",0,0,0,0,0,0,0,"92%","91%","1%"
"O'Hearn, Ryan","656811","Royals","","RF","0",0,0,0,-1,0,-1,1,"80%","80%","0%"
"O'Neill, Tyler","641933","Cardinals","","LF","4",4,1,0,1,2,2,2,"90%","88%","2%"
"Odor, Rougned","596059","Yankees","","2B","6",8,2,3,3,0,2,6,"76%","73%","3%"
"Oliva, Jared","666931","Pirates","","RF","0",0,0,0,0,0,-1,1,"93%","92%","1%"
"Olivares, Edward","658668","Royals","","RF","-2",-2,1,-2,-1,0,-1,-1,"81%","85%","-4%"
"Olson, Matt","621566","Athletics","","1B","0",1,1,0,-3,3,2,-1,"72%","72%","0%"
"Ortega, Rafael","542364","Cubs","","CF","-2",-2,0,-1,0,-2,-2,0,"87%","88%","-1%"
"Owings, Chris","572008","Rockies","","2B","-1",-1,0,-1,-1,0,-2,0,"71%","76%","-5%"
"Ozuna, Marcell","542303","Braves","","LF","0",0,0,0,0,0,-1,1,"91%","91%","0%"
"Pache, Cristian","665506","Braves","","CF","1",2,1,0,0,0,1,0,"96%","92%","4%"
"Padlo, Kevin","656821","Rays","","3B","1",1,0,1,-1,0,1,0,"93%","86%","7%"
"Palacios, Joshua","641943","Blue Jays","","CF","-1",-1,0,0,0,-1,-1,0,"82%","88%","-6%"
"Panik, Joe","605412","---","","3B","-3",-4,-1,-4,0,1,-4,1,"69%","71%","-2%"
"Paredes, Isaac","670623","Tigers","","2B","1",2,0,2,0,0,1,1,"73%","71%","2%"
"Park, Hoy","660829","---","","2B","1",1,-1,1,1,0,1,0,"78%","77%","1%"
"Parra, Gerardo","467827","Nationals","","LF","-1",-2,0,0,0,-2,-1,-1,"90%","93%","-3%"
"Payton, Mark","592622","Reds","","RF","-1",-1,0,0,-1,0,-1,0,"86%","99%","-13%"
"Pederson, Joc","592626","---","","LF","-4",-5,0,0,-1,-3,-3,-2,"83%","85%","-2%"
"Peralta, David","444482","D-backs","","LF","4",4,1,2,2,0,2,2,"90%","89%","1%"
"Peraza, José","606299","Mets","","2B","5",6,1,3,2,0,4,2,"73%","66%","7%"
"Perdomo, Geraldo","672695","D-backs","","SS","0",0,0,-1,0,0,-1,1,"72%","73%","-1%"
"Peters, DJ","656847","---","","CF","3",4,1,2,0,0,4,-1,"90%","88%","2%"
"Peterson, Jace","607054","Brewers","","2B","-2",-2,-1,-2,1,1,-1,-1,"81%","82%","-1%"
"Pham, Tommy","502054","Padres","","LF","-5",-5,-1,-3,-2,1,-1,-4,"84%","86%","-2%"
"Phillips, Brett","621433","Rays","","CF","9",10,0,3,4,2,7,3,"93%","89%","4%"
"Pillar, Kevin","607680","Mets","","CF","-1",-1,-1,1,-2,0,-1,1,"88%","88%","0%"
"Pinder, Chad","640461","Athletics","","RF","-4",-6,-2,-3,-1,1,-3,-2,"78%","82%","-4%"
"Piscotty, Stephen","572039","Athletics","","RF","-2",-2,0,-2,-2,1,-2,-1,"85%","87%","-2%"
"Polanco, Gregory","570256","Pirates","","RF","-1",-1,-1,0,-1,0,-1,0,"87%","87%","0%"
"Polanco, Jorge","593871","Twins","","2B","-3",-4,2,-6,-2,1,-2,-2,"78%","79%","-1%"
"Pollock, AJ","572041","Dodgers","","LF","0",0,1,1,-2,0,0,0,"87%","87%","0%"
"Profar, Jurickson","595777","Padres","","LF","-7",-8,-3,-1,-5,0,-5,-3,"81%","85%","-4%"
"Pujols, Albert","405395","---","","1B","0",0,0,-1,1,0,-3,3,"69%","69%","0%"
"Pérez, Hernán","541650","Nationals","","2B","0",0,0,0,0,0,0,0,"88%","86%","2%"
"Pérez, Roberto","547379","Guardians","","1B","0",0,0,0,0,0,0,0,"100%","85%","15%"
"Quinn, Roman","596451","Phillies","","CF","2",2,1,0,1,0,1,1,"95%","90%","5%"
"Raley, Luke","670042","Dodgers","","RF","0",0,0,0,0,0,0,0,"96%","95%","1%"
"Ramos, Henry","592656","D-backs","","RF","0",0,-1,0,0,1,0,0,"88%","88%","0%"
"Ramírez, Harold","623912","Guardians","","LF","-6",-7,-1,-3,0,-2,-4,-3,"85%","88%","-3%"
"Ramírez, José","608070","Guardians","","3B","6",8,4,1,2,1,5,3,"74%","72%","2%"
"Ray, Corey","641999","Brewers","","RF","0",0,0,0,0,0,0,0,"100%","99%","1%"
"Realmuto, J.T.","592663","Phillies","","1B","0",0,0,0,0,0,0,0,"74%","73%","1%"
"Reddick, Josh","502210","D-backs","","RF","-2",-3,0,-1,1,-2,-3,1,"83%","86%","-3%"
"Refsnyder, Rob","608701","Twins","","CF","2",2,0,2,0,0,1,1,"90%","87%","3%"
"Reks, Zach","676646","Dodgers","","RF","0",0,0,0,0,0,0,0,"100%","94%","6%"
"Rendon, Anthony","543685","Angels","","3B","-5",-6,-1,0,-5,-1,1,-7,"67%","70%","-3%"
"Renfroe, Hunter","592669","Red Sox","","RF","-2",-3,0,0,-1,-2,-1,-2,"85%","86%","-1%"
"Rengifo, Luis","650859","Angels","","SS","-6",-7,-3,-2,-3,0,-5,-2,"75%","79%","-4%"
"Reyes, Franmil","614177","Guardians","","RF","-2",-2,0,-1,0,-1,-2,0,"78%","89%","-11%"
"Reyes, Pablo","622569","Brewers","","3B","0",1,0,0,1,0,0,0,"75%","73%","2%"
"Reyes, Victor","622682","Tigers","","RF","-1",-1,-1,0,0,-1,1,-2,"83%","84%","-1%"
"Reynolds, Bryan","668804","Pirates","","CF","10",11,3,3,5,0,9,3,"91%","88%","3%"
"Riddle, JT","595375","Twins","","SS","0",0,0,0,0,0,0,0,"86%","80%","6%"
"Riley, Austin","663586","Braves","","3B","-2",-3,2,-3,-1,0,-1,-2,"74%","75%","-1%"
"Rios, Edwin","621458","Dodgers","","3B","1",1,1,0,0,0,0,1,"87%","83%","4%"
"Rivas III, Alfonso","663845","Cubs","","LF","0",0,0,0,0,0,0,0,"83%","83%","0%"
"Rivera, Emmanuel","656896","Royals","","3B","-2",-3,-1,-1,0,0,-4,1,"70%","72%","-2%"
"Rizzo, Anthony","519203","---","","1B","5",7,3,4,1,0,0,6,"74%","71%","3%"
"Robert Jr., Luis","673357","White Sox","","CF","4",5,-1,4,1,1,2,2,"91%","88%","3%"
"Robertson, Daniel","621002","Brewers","","3B","-3",-4,-2,-2,0,1,-4,0,"74%","80%","-6%"
"Robles, Victor","645302","Nationals","","CF","2",2,2,-1,1,1,1,1,"89%","88%","1%"
"Robson, Jacob","615699","Tigers","","LF","0",0,0,0,0,0,0,0,"100%","98%","2%"
"Rodgers, Brendan","663898","Rockies","","2B","-2",-3,0,-1,-2,0,-1,-2,"77%","78%","-1%"
"Rojas, Jose","670351","Angels","","3B","-4",-4,1,-7,1,0,-2,-2,"76%","79%","-3%"
"Rojas, Josh","668942","D-backs","","2B","-7",-10,-7,0,-5,2,-7,-3,"76%","78%","-2%"
"Rojas, Miguel","500743","Marlins","","SS","-3",-4,-6,1,1,0,0,-4,"77%","78%","-1%"
"Romine, Andrew","461865","Cubs","","SS","1",1,0,1,0,0,-1,2,"68%","67%","1%"
"Rondon, José","602922","Cardinals","","3B","0",0,1,0,-2,0,0,-1,"81%","82%","-1%"
"Rooker, Brent","667670","Twins","","LF","-4",-5,0,-1,-3,-1,-3,-2,"83%","89%","-6%"
"Rosario, Amed","642708","Guardians","","SS","-3",-4,-1,-2,-2,1,-2,-2,"74%","75%","-1%"
"Rosario, Eddie","592696","---","","LF","-2",-2,-2,2,-3,0,-4,2,"88%","89%","-1%"
"Ruf, Darin","573131","Giants","","1B","3",4,1,3,-1,1,2,2,"80%","78%","2%"
"Ruiz, Rio","547004","---","","2B","1",2,2,2,-1,-1,2,0,"79%","78%","1%"
"Sanchez, Adrián","506703","Nationals","","2B","3",4,1,3,1,0,2,3,"89%","78%","11%"
"Sandoval, Pablo","467055","Braves","","1B","0",0,0,0,0,0,0,0,"100%","98%","2%"
"Santana, Carlos","467793","Royals","","1B","1",1,1,-2,1,0,-1,2,"70%","69%","1%"
"Santana, Danny","542454","Red Sox","","CF","0",0,0,1,-2,0,0,-1,"74%","74%","0%"
"Santander, Anthony","623993","Orioles","","RF","-4",-4,-2,-4,0,2,-4,0,"86%","88%","-2%"
"Sanó, Miguel","593934","Twins","","1B","-5",-6,-1,-5,2,-1,-4,-2,"66%","69%","-3%"
"Schebler, Scott","594988","Angels","","CF","0",0,0,0,0,0,0,1,"88%","87%","1%"
"Schoop, Jonathan","570731","Tigers","","1B","4",5,3,2,1,0,0,5,"77%","76%","1%"
"Schrock, Max","621011","Reds","","2B","-1",-2,0,-1,-1,0,-1,-1,"77%","79%","-2%"
"Schwarber, Kyle","656941","---","","LF","-8",-10,-2,-4,-3,-1,-5,-4,"79%","84%","-5%"
"Schwindel, Frank","643524","Cubs","","1B","-2",-2,0,-3,0,0,-1,-1,"75%","77%","-2%"
"Seager, Corey","608369","Dodgers","","SS","-7",-9,-5,-4,0,1,-7,-2,"73%","76%","-3%"
"Seager, Kyle","572122","Mariners","","3B","4",5,4,1,-1,1,4,1,"67%","66%","1%"
"Segura, Jean","516416","Phillies","","2B","6",8,1,5,1,1,0,8,"74%","73%","1%"
"Semien, Marcus","543760","Blue Jays","","2B","3",4,3,-3,2,2,5,-1,"80%","79%","1%"
"Senzel, Nick","669222","Reds","","CF","1",1,1,0,-1,0,1,0,"91%","89%","2%"
"Shaw, Travis","543768","---","","3B","-4",-5,-1,-3,0,-1,-3,-2,"69%","72%","-3%"
"Sheets, Gavin","657757","White Sox","","RF","-2",-2,0,-1,-1,0,0,-2,"73%","78%","-5%"
"Short, Zack","670097","Tigers","","SS","-4",-5,-3,-4,2,0,-5,0,"79%","81%","-2%"
"Sierra, Magneuris","642423","Marlins","","CF","2",2,1,1,-1,0,1,0,"89%","88%","1%"
"Simmons, Andrelton","592743","Twins","","SS","12",16,6,8,3,0,12,4,"81%","77%","4%"
"Siri, Jose","642350","Astros","","CF","0",0,0,0,0,0,0,0,"93%","93%","0%"
"Slater, Austin","596103","Giants","","CF","2",3,0,3,2,-2,1,2,"89%","88%","1%"
"Smith, Dominic","642086","Mets","","LF","-9",-10,0,-4,-6,0,-7,-3,"82%","86%","-4%"
"Smith, Kevin","675656","Blue Jays","","3B","0",0,0,1,0,-1,1,-1,"78%","77%","1%"
"Smith, Pavin","656976","D-backs","","RF","-2",-2,2,-5,1,1,3,-5,"82%","82%","0%"
"Smith, Will","669257","Dodgers","","3B","0",0,0,0,0,0,0,0,"0%","49%","-49%"
"Sogard, Eric","519299","Cubs","","2B","-2",-3,0,-3,1,0,-1,-1,"75%","78%","-3%"
"Solak, Nick","669256","Rangers","","2B","0",0,0,-3,4,-1,-5,5,"71%","71%","0%"
"Solano, Donovan","456781","Giants","","2B","0",0,-1,0,1,0,2,-2,"76%","76%","0%"
"Soler, Jorge","624585","---","","RF","-6",-6,0,-3,-4,0,-5,-2,"81%","85%","-4%"
"Sosa, Edmundo","624641","Cardinals","","SS","3",4,1,4,1,-2,-1,5,"78%","77%","1%"
"Soto, Juan","665742","Nationals","","RF","4",4,1,3,0,1,2,2,"91%","90%","1%"
"Souza Jr., Steven","519306","Dodgers","","RF","0",0,0,0,0,0,0,0,"90%","93%","-3%"
"Springer, George","543807","Blue Jays","","CF","3",3,0,1,1,1,2,2,"90%","87%","3%"
"Stanton, Giancarlo","519317","Yankees","","RF","-1",-1,0,1,-2,-1,0,-1,"89%","92%","-3%"
"Stephenson, Tyler","663886","Reds","","1B","0",0,0,0,-1,0,-1,1,"70%","71%","-1%"
"Stevenson, Andrew","664057","Nationals","","CF","0",-1,1,0,-1,-1,1,-1,"90%","91%","-1%"
"Stewart, DJ","621466","Orioles","","RF","-4",-5,-4,-3,1,0,-3,-2,"82%","86%","-4%"
"Stokes Jr., Troy","657011","Pirates","","RF","1",1,0,0,1,0,1,0,"100%","92%","8%"
"Story, Trevor","596115","Rockies","","SS","-5",-7,0,-2,-3,-2,0,-7,"74%","75%","-1%"
"Straw, Myles","664702","---","","CF","8",9,0,3,4,1,7,2,"90%","88%","2%"
"Stubbs, Garrett","596117","Astros","","LF","0",0,0,0,0,0,0,0,"100%","99%","1%"
"Suárez, Eugenio","553993","Reds","","3B","-7",-9,3,-6,-5,-1,-4,-5,"66%","68%","-2%"
"Swanson, Dansby","621020","Braves","","SS","1",1,4,-2,-2,1,2,0,"75%","75%","0%"
"Sánchez, Jesús","660821","Marlins","","RF","2",2,-1,1,1,2,2,0,"90%","88%","2%"
"Tapia, Raimel","606132","Rockies","","LF","2",3,0,1,2,0,0,2,"87%","86%","1%"
"Tatis Jr., Fernando","665487","Padres","","SS","0",1,-1,-1,2,0,0,0,"73%","73%","0%"
"Tauchman, Mike","643565","---","","LF","4",4,2,2,0,0,3,1,"92%","87%","5%"
"Taveras, Leody","665750","Rangers","","CF","6",6,1,3,1,1,6,1,"93%","89%","4%"
"Taylor, Chris","621035","Dodgers","","2B","-2",-3,-4,1,0,0,-3,0,"82%","83%","-1%"
"Taylor, Michael A.","572191","Royals","","CF","13",14,-1,8,7,0,9,5,"90%","87%","3%"
"Taylor, Tyrone","621438","Brewers","","LF","3",3,2,1,1,0,3,0,"93%","90%","3%"
"Tejeda, Anderson","660731","Rangers","","3B","1",1,0,0,0,0,0,0,"75%","68%","7%"
"Tellez, Rowdy","642133","---","","1B","-4",-5,-3,-2,0,-1,-4,-1,"67%","72%","-5%"
"Terry, Curtis","663799","Rangers","","1B","-1",-1,0,0,-1,0,-1,0,"67%","90%","-23%"
"Thaiss, Matt","642136","Angels","","1B","0",0,0,0,0,0,0,0,"75%","67%","8%"
"Thomas, Dillon","605504","Mariners","","CF","-1",-1,-1,0,0,0,-1,0,"75%","81%","-6%"
"Thomas, Lane","657041","---","","CF","-2",-2,0,-1,0,-1,-1,-1,"81%","82%","-1%"
"Thompson, Trayce","572204","Cubs","","RF","-1",-1,-1,0,0,0,-1,0,"87%","90%","-3%"
"Tom, Ka'ai","664789","---","","LF","-2",-2,-2,-2,0,0,-2,-1,"90%","94%","-4%"
"Toro, Abraham","647351","---","","2B","-5",-6,1,-2,-5,0,-2,-4,"72%","74%","-2%"
"Torrens, Luis","620443","Mariners","","1B","0",0,0,0,1,-1,-1,0,"67%","70%","-3%"
"Torres, Gleyber","650402","Yankees","","SS","-7",-10,-7,-5,2,0,-6,-4,"72%","74%","-2%"
"Torreyes, Ronald","591720","Phillies","","SS","3",4,4,0,-1,1,3,1,"75%","73%","2%"
"Tovar, Wilfredo","541600","Mets","","2B","0",0,0,0,0,0,0,0,"73%","68%","5%"
"Trammell, Taylor","666211","Mariners","","CF","2",2,1,2,0,-1,0,2,"93%","91%","2%"
"Trejo, Alan","676701","Rockies","","2B","-1",-1,0,-1,0,0,0,-1,"73%","77%","-4%"
"Trout, Mike","545361","Angels","","CF","1",1,0,1,0,0,0,1,"90%","88%","2%"
"Tsutsugo, Yoshi","660294","---","","RF","-4",-4,-1,-1,-3,0,-1,-3,"76%","79%","-3%"
"Tucker, Cole","657061","Pirates","","SS","-3",-4,-1,-1,-4,1,-2,-2,"74%","80%","-6%"
"Tucker, Kyle","663656","Astros","","RF","2",3,1,-4,4,2,1,2,"90%","89%","1%"
"Turner, Justin","457759","Dodgers","","3B","0",0,3,-3,1,0,-2,1,"72%","72%","0%"
"Turner, Trea","607208","---","","SS","1",2,3,2,-5,2,5,-3,"78%","78%","0%"
"Upton, Justin","457708","Angels","","LF","-4",-5,-1,0,-4,0,-2,-2,"84%","88%","-4%"
"Urshela, Gio","570482","Yankees","","3B","-2",-3,3,-3,-4,0,-2,-1,"70%","71%","-1%"
"Urías, Luis","649966","Brewers","","SS","-8",-11,-1,-8,-1,-1,-8,-3,"72%","74%","-2%"
"Urías, Ramón","602104","Orioles","","SS","-6",-9,-4,-2,-2,-1,-7,-2,"75%","78%","-3%"
"Valaika, Pat","642162","Orioles","","2B","1",2,1,-1,1,0,-1,3,"70%","69%","1%"
"Valera, Breyvic","591971","Blue Jays","","3B","1",1,0,-1,2,0,2,0,"74%","71%","3%"
